2026-04-30T08:01:12;u103;/login;95;200
2026-04-30T08:01:45;u104;/products;310;200
2026-04-30T08:02:10;u105;/login;88;200
2026-04-30T08:02:33;u103;/products;450;200
2026-04-30T08:03:01;u106;/login;1200;500
2026-04-30T08:03:22;u104;/checkout;870;200
2026-04-30T08:04:05;u107;/login;102;200
2026-04-30T08:04:30;u105;/products;390;200
2026-04-30T08:05:11;u108;/login;115;200
2026-04-30T08:05:45;u103;/checkout;1540;500
2026-04-30T08:06:02;u107;/products;275;200
2026-04-30T08:06:30;u109;/login;99;200
2026-04-30T08:07:15;u104;/orders;620;200
2026-04-30T08:07:50;u110;/login;2100;503
2026-04-30T08:08:20;u108;/products;480;200
2026-04-30T08:09:05;u105;/checkout;760;200
2026-04-30T08:09:44;u106;/login;130;200
2026-04-30T08:10:10;u109;/products;355;200
2026-04-30T08:10:55;u111;/login;91;200
2026-04-30T08:11:30;u107;/checkout;1890;500
2026-04-30T08:12:00;u112;/login;105;200
2026-04-30T08:12:40;u110;/products;510;200
2026-04-30T08:13:15;u111;/orders;640;200
2026-04-30T08:13:50;u108;/checkout;720;200
2026-04-30T08:14:20;u113;/login;88;200
2026-04-30T08:14:55;u112;/products;295;200
2026-04-30T08:15:30;u109;/orders;930;404
2026-04-30T08:16:05;u114;/login;77;200
2026-04-30T08:16:40;u113;/checkout;1670;500
2026-04-30T08:17:15;u111;/products;410;200
2026-04-30T08:17:50;u115;/login;200;200
2026-04-30T08:18:25;u114;/products;330;200
2026-04-30T08:19:00;u112;/orders;580;200
2026-04-30T08:19:35;u115;/checkout;850;200
2026-04-30T08:20:10;u116;/login;3400;503
2026-04-30T08:20:45;u113;/products;270;200
2026-04-30T08:21:20;u116;/login;140;200
2026-04-30T08:21:55;u114;/checkout;990;200
2026-04-30T08:22:30;u117;/login;110;200
2026-04-30T08:23:05;u115;/orders;710;200
2026-04-30T08:23:40;u117;/products;460;200
2026-04-30T08:24:15;u118;/login;95;200
2026-04-30T08:24:50;u116;/checkout;2300;500
2026-04-30T08:25:25;u118;/products;385;200
2026-04-30T08:26:00;u119;/login;83;200
2026-04-30T08:26:35;u117;/orders;550;404
2026-04-30T08:27:10;u120;/login;122;200
2026-04-30T08:27:45;u119;/checkout;675;200
2026-04-30T08:28:20;u118;/orders;490;200
2026-04-30T08:29:00;u120;/products;320;200
2026-04-30T08:29:35;u103;/orders;870;200
2026-04-30T08:30:10;u121;/login;98;200
2026-04-30T08:30:45;u119;/products;440;200
2026-04-30T08:31:20;u121;/checkout;1100;500
2026-04-30T08:32:00;u122;/login;115;200
2026-04-30T08:32:35;u120;/checkout;760;200
2026-04-30T08:33:10;u122;/products;500;200
2026-04-30T08:33:50;u121;/orders;630;200
2026-04-30T08:34:25;u123;/login;90;200
2026-04-30T08:35:00;u104;/checkout;1450;500
2026-04-30T08:35:35;u123;/products;280;200
2026-04-30T08:36:10;u124;/login;107;200
2026-04-30T08:36:45;u122;/orders;810;200
2026-04-30T08:37:20;u124;/products;365;200
2026-04-30T08:37:55;u123;/checkout;695;200
2026-04-30T08:38:30;u125;/login;130;200
2026-04-30T08:39:10;u124;/checkout;1980;500
2026-04-30T08:39:45;u125;/products;420;200
2026-04-30T08:40:20;u126;/login;4200;503
2026-04-30T08:40:55;u125;/orders;560;200
2026-04-30T08:41:30;u126;/login;95;200
2026-04-30T08:42:05;u103;/checkout;830;200
2026-04-30T08:42:40;u126;/products;310;200
2026-04-30T08:43:15;u127;/login;88;200
2026-04-30T08:43:50;u127;/products;475;200
2026-04-30T08:44:25;u128;/login;102;200
2026-04-30T08:45:00;u126;/checkout;1750;500
2026-04-30T08:45:35;u128;/products;290;200
2026-04-30T08:46:10;u127;/orders;920;404
2026-04-30T08:46:45;u129;/login;117;200
2026-04-30T08:47:20;u128;/checkout;640;200
2026-04-30T08:47:55;u129;/products;350;200
2026-04-30T08:48:30;u130;/login;93;200
2026-04-30T08:49:10;u129;/orders;780;200
2026-04-30T08:49:45;u130;/products;415;200
2026-04-30T08:50:20;u130;/checkout;2050;500
